114.84273,23.16418
114.84045,23.16455
114.84026,23.16458
114.84007,23.1647
114.83983,23.16486
114.83939,23.16515
114.8382,23.16593
114.8378,23.16643
114.83761,23.16667
114.83574,23.169
114.8344,23.17166
114.83391,23.17263
114.83295,23.17408
114.83227,23.17512
114.83216,23.17531
114.83128,23.17675
114.83064,23.1778
114.82798,23.18182
114.82532,23.18585
114.8243,23.18757
114.82307,23.1893
114.82166,23.18996
114.8206,23.19046
114.81956,23.19083
114.81792,23.19143
114.81606,23.19182
114.81441,23.19278
114.81298,23.19431
114.81175,23.19604
114.81039,23.19678
114.80928,23.19739
114.80883,23.19767
114.80681,23.19893
114.80496,23.20027
114.80363,23.20205
114.80352,23.20219
114.80312,23.20295
114.80292,23.20391
114.80003,23.20526
114.79977,23.20538
114.79714,23.20661
114.79627,23.20693
114.796,23.20704
114.79509,23.20739
114.79302,23.20796
114.79207,23.20775
114.79054,23.20741
114.78964,23.20742
114.78868,23.20742
114.78724,23.20934
114.78664,23.21239
114.78665,23.21429
114.78687,23.21659
114.78674,23.21711
114.78647,23.21811
114.78627,23.21964
114.78586,23.22059
114.78546,23.22155
114.78401,23.22186
114.7836,23.22194
114.78277,23.22271
114.78312,23.22323
114.78381,23.22423
114.78589,23.22632
114.78673,23.22746
114.78757,23.22897
114.78778,23.23031
114.78779,23.23184
114.78738,23.23318
114.78739,23.2347
114.7876,23.23565
114.78844,23.23661
114.7901,23.23773
114.79238,23.23887
114.79382,23.23886
114.79486,23.23924
114.79424,23.24058
114.79322,23.24249
114.79302,23.24401
114.79304,23.24574
114.79284,23.24707
114.7928,23.24735
114.79264,23.24859
114.79223,23.24955
114.79207,23.25
114.79183,23.25069
114.79136,23.25113
114.79018,23.25224
114.78969,23.253
114.78895,23.25415
114.78863,23.25465
114.78772,23.25606
114.78732,23.25835
114.78733,23.25987
114.78775,23.2616
114.78838,23.26273
114.7888,23.26387
114.78798,23.26483
114.78752,23.26517
114.78695,23.2656
114.78488,23.26561
114.78384,23.26552
114.78281,23.26543
114.78137,23.26544
114.78033,23.26602
114.7789,23.26755
114.77808,23.26945
114.77788,23.27022
114.77809,23.27118
114.77934,23.27346
114.78018,23.27517
114.77935,23.27518
114.77791,23.27499
114.77771,23.27491
114.77645,23.27442
114.77521,23.27444
114.77496,23.27446
114.77335,23.27463
114.77211,23.27578
114.77151,23.27903
114.77195,23.28284
114.77176,23.28455
114.77217,23.28647
114.77301,23.28836
114.77468,23.29007
114.77654,23.29064
114.77862,23.29139
114.77873,23.29162
114.77914,23.29243
114.77962,23.29338
114.77967,23.29348
114.78071,23.29596
114.78093,23.29691
114.78155,23.29806
114.78218,23.29862
114.78301,23.29957
114.78322,23.30033
114.78323,23.30128
114.7825,23.30143
114.78137,23.30167
114.78083,23.30193
114.77972,23.30245
114.77828,23.30436
114.77824,23.30451
114.77816,23.30476
114.77786,23.30575
114.77747,23.30704
114.77686,23.30894
114.77688,23.30916
114.77708,23.31123
114.77791,23.31257
114.77834,23.3139
114.7775,23.31409
114.77626,23.31429
114.7744,23.31411
114.77275,23.31411
114.7713,23.31488
114.77027,23.31565
114.77011,23.31562
114.76862,23.31528
114.76802,23.31507
114.76695,23.31471
114.76633,23.31414
114.76591,23.31415
114.76406,23.31511
114.76283,23.31683
114.76181,23.31874
114.7612,23.32103
114.75996,23.32257
114.75872,23.32428
114.7577,23.32581
114.75737,23.32643
114.75688,23.32734
114.75585,23.32773
114.75472,23.32791
114.75398,23.32774
114.75336,23.32774
114.75191,23.32793
114.75088,23.32832
114.75,23.3286
114.74964,23.32871
114.7484,23.32928
114.74736,23.32948
114.74633,23.32986
114.74488,23.32968
114.74384,23.32949
114.74239,23.32892
114.74135,23.32835
114.74052,23.32797
114.73989,23.32779
114.7396,23.32743
114.73927,23.32702
114.73885,23.32684
114.73803,23.32722
114.73782,23.32818
114.73804,23.32912
114.73888,23.33045
114.73895,23.33073
114.73908,23.33123
114.73909,23.33198
114.73868,23.33237
114.73806,23.33275
114.73682,23.33275
114.73578,23.33275
114.73536,23.33257
114.7337,23.33181
114.73266,23.33125
114.73238,23.33072
114.73204,23.3301
114.73162,23.32933
114.72995,23.3282
114.7285,23.32801
114.72787,23.32839
114.72767,23.32915
114.72766,23.32931
114.72753,23.33072
114.72742,23.33181
114.72734,23.33273
114.72728,23.33333
114.72728,23.33336
114.72813,23.33755
114.72939,23.33945
114.73106,23.34136
114.7319,23.34326
114.73274,23.34535
114.73378,23.34688
114.73504,23.34879
114.73546,23.35012
114.73526,23.35126
114.73372,23.35158
114.73362,23.3516
114.73339,23.35165
114.73111,23.35146
114.73015,23.35109
114.72965,23.3509
114.72861,23.35071
114.72757,23.35059
114.72696,23.35052
114.72551,23.35109
114.72323,23.35225
114.72311,23.35238
114.72158,23.35397
114.72118,23.3553
114.72118,23.35702
114.72099,23.35816
114.72057,23.35931
114.71847,23.35964
114.71809,23.3597
114.71539,23.36008
114.71373,23.36027
114.71362,23.36034
114.7127,23.36086
114.71188,23.362
114.71126,23.36334
114.7096,23.36391
114.70794,23.36411
114.70778,23.36408
114.70691,23.36392
114.70608,23.36373
114.70557,23.36365
114.70483,23.36354
114.704,23.36354
114.70214,23.36373
114.7011,23.36469
114.70095,23.36503
114.70069,23.36565
114.70104,23.36677
114.70111,23.36698
114.70237,23.36793
114.70424,23.36889
114.70486,23.36946
114.70501,23.36964
114.70548,23.37022
114.70508,23.37136
114.70446,23.37251
114.70301,23.37327
114.70263,23.37363
114.70198,23.37423
114.70156,23.37499
114.70169,23.37533
114.70199,23.37613
114.70282,23.37766
114.70408,23.37937
114.70409,23.37994
114.70409,23.38052
114.70305,23.38128
114.70202,23.38204
114.70098,23.38301
114.70078,23.38415
114.70114,23.38478
114.70163,23.38567
114.70209,23.38644
114.70266,23.38738
114.70226,23.38872
114.70123,23.38987
114.70065,23.39013
114.70014,23.39037
114.69994,23.39046
114.69874,23.39102
114.69626,23.39217
114.69522,23.39255
114.6946,23.39313
114.69461,23.39484
114.6954,23.39681
114.69545,23.39693
114.69677,23.39844
114.69712,23.39883
114.69852,23.39999
114.69942,23.40074
114.70212,23.40188
114.70441,23.40322
114.70441,23.40397
114.7038,23.40493
114.701,23.40559
114.69831,23.40648
114.69638,23.40756
114.69365,23.4101
114.69241,23.41144
114.69138,23.41258
114.68868,23.41315
114.6867,23.41344
114.68599,23.41354
114.68549,23.41343
114.68432,23.41316
114.68307,23.41298
114.68142,23.41336
114.68017,23.41394
114.67601,23.4128
114.67226,23.41146
114.67178,23.41121
114.67081,23.41071
114.67069,23.41069
114.66957,23.41051
114.66562,23.41052
114.66188,23.4111
114.66064,23.4111
114.6596,23.41129
114.65815,23.41187
114.65712,23.41263
114.65587,23.41283
114.65504,23.41282
114.65358,23.41207
114.65315,23.4118
114.65234,23.41131
114.65216,23.41035
114.65194,23.40793
114.65211,23.40111
114.65194,23.40031
114.65143,23.39791
114.6502,23.3972
114.64984,23.39727
114.64964,23.3973
114.64898,23.39743
114.64812,23.39758
114.64599,23.39801
114.64522,23.39816
114.64387,23.39883
114.64252,23.3995
114.64025,23.40065
114.63839,23.40237
114.6357,23.40524
114.63412,23.40803
114.63386,23.40849
114.63303,23.41
114.63283,23.41173
114.6349,23.41172
114.63698,23.41229
114.63844,23.41267
114.63989,23.41343
114.64073,23.41393
114.64305,23.41613
114.64342,23.41667
114.64704,23.4219
114.65029,23.42639
114.65281,23.4298
114.65343,23.43029
114.65555,23.4321
114.65848,23.43628
114.6614,23.44067
114.66371,23.44409
114.66663,23.44733
114.6685,23.44848
114.67079,23.4498
114.67205,23.45132
114.67428,23.45209
114.67601,23.45357
114.67721,23.45471
114.6786,23.45554
114.68016,23.45605
114.68155,23.4564
114.68348,23.45659
114.68556,23.45711
114.68877,23.45766
114.69218,23.45849
114.69702,23.46063
114.69888,23.46331
114.69974,23.46508
114.7001,23.46694
114.70004,23.46834
114.69968,23.46991
114.69805,23.4731
114.69448,23.47755
114.69038,23.48183
114.68788,23.48469
114.68642,23.48821
114.68497,23.49092
114.68405,23.4938
114.68399,23.49702
114.68402,23.49734
114.68428,23.5
114.68429,23.50009
114.68456,23.50279
114.6856,23.50527
114.68767,23.50691
114.68973,23.50888
114.69091,23.51638
114.69292,23.51868
114.69311,23.51889
114.69392,23.51982
114.69638,23.52258
114.69635,23.53069
114.69447,23.5329
114.69302,23.53348
114.69177,23.53348
114.69073,23.53329
114.68865,23.53253
114.68678,23.53196
114.68386,23.53083
114.68116,23.53007
114.67908,23.5295
114.677,23.52931
114.67367,23.52951
114.67056,23.53027
114.66814,23.53235
114.66584,23.53408
114.66367,23.53839
114.66292,23.54112
114.66217,23.544
114.66069,23.54789
114.65658,23.56271
114.6545,23.56253
114.65284,23.56234
114.65034,23.56197
114.64826,23.5614
114.64555,23.56006
114.64326,23.55873
114.64222,23.5574
114.64159,23.55626
114.64054,23.55511
114.64012,23.55397
114.63991,23.55245
114.64011,23.55092
114.63989,23.5492
114.63983,23.549
114.63947,23.54787
114.63885,23.5473
114.63801,23.54712
114.6376,23.54693
114.63719,23.54712
114.63531,23.54769
114.63345,23.54846
114.63013,23.54923
114.62956,23.54934
114.62702,23.5498
114.62578,23.54981
114.625,23.54945
114.62495,23.54943
114.62452,23.54867
114.62473,23.54772
114.62493,23.54638
114.625,23.54618
114.62534,23.54524
114.625,23.54482
114.62471,23.54447
114.6245,23.54371
114.625,23.542
114.62511,23.54162
114.62553,23.5399
114.62513,23.53939
114.6251,23.53936
114.625,23.53923
114.62448,23.53856
114.62323,23.53742
114.6226,23.53609
114.62239,23.53495
114.62238,23.53361
114.623,23.53266
114.62424,23.53093
114.625,23.5297
114.62506,23.52959
114.625,23.52955
114.62402,23.52884
114.62257,23.52865
114.62112,23.52885
114.62008,23.52961
114.61822,23.53076
114.61475,23.53185
114.61166,23.53322
114.6104,23.53408
114.60949,23.53496
114.60907,23.53597
114.60891,23.53669
114.60891,23.53746
114.60912,23.53803
114.60954,23.53879
114.61016,23.53955
114.61294,23.54285
114.61376,23.54401
114.61124,23.5455
114.60973,23.54697
114.60821,23.54879
114.60699,23.54946
114.60455,23.55145
114.60359,23.55285
114.60337,23.553
114.60326,23.55308
114.60317,23.55315
114.60213,23.55376
114.60048,23.55522
114.59903,23.55561
114.59779,23.55618
114.59427,23.55753
114.59075,23.55887
114.58848,23.55926
114.58682,23.56022
114.58619,23.5611
114.58612,23.5612
114.58599,23.56137
114.58559,23.56271
114.58496,23.56309
114.58455,23.56328
114.58331,23.56253
114.58206,23.56196
114.58102,23.56216
114.5802,23.56292
114.57896,23.56388
114.57793,23.56484
114.57717,23.56484
114.57607,23.56485
114.57441,23.56523
114.57235,23.56676
114.57069,23.56906
114.56926,23.57059
114.56843,23.5725
114.56781,23.57384
114.56762,23.57556
114.56763,23.57746
114.56743,23.57956
114.5666,23.58014
114.56594,23.5806
114.56578,23.58071
114.56413,23.58186
114.56288,23.58321
114.56277,23.58333
114.56165,23.58455
114.56062,23.58608
114.55855,23.58743
114.5571,23.58915
114.55649,23.59087
114.55629,23.59296
114.55589,23.5943
114.5561,23.59564
114.55672,23.59639
114.55796,23.59715
114.55922,23.59733
114.56087,23.59752
114.56273,23.59732
114.5646,23.59731
114.56667,23.5973
114.56853,23.59787
114.56916,23.59863
114.56958,23.59977
114.56958,23.6011
114.56938,23.60244
114.56671,23.60779
114.56484,23.61137
114.56383,23.61333
114.5628,23.61486
114.56198,23.61639
114.56033,23.61774
114.55888,23.61927
114.55703,23.62213
114.55539,23.6252
114.55374,23.62654
114.55209,23.62807
114.54899,23.63019
114.54609,23.63268
114.54403,23.6344
114.54238,23.63632
114.54156,23.63766
114.54136,23.63919
114.54054,23.64129
114.53992,23.64358
114.53973,23.64472
114.53973,23.64625
114.53973,23.64816
114.53954,23.65026
114.53851,23.65197
114.53748,23.65369
114.53604,23.65523
114.53501,23.65696
114.53501,23.65752
114.53543,23.65829
114.53605,23.65961
114.53647,23.66133
114.53627,23.66343
114.53613,23.66399
114.53566,23.66572
114.53521,23.66667
114.53484,23.66745
114.53381,23.66898
114.53343,23.66904
